,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1320,0.607,0.667,4,-7.236,0,0.049,0.153,0.0,0.113,0.317,90.153,audio_features,0vLj7fwt3HM36zo7HEghCL,spotify:track:0vLj7fwt3HM36zo7HEghCL,https://api.spotify.com/v1/tracks/0vLj7fwt3HM36zo7HEghCL,https://api.spotify.com/v1/audio-analysis/0vLj7fwt3HM36zo7HEghCL,221747,4
1321,0.757,0.737,4,-6.728,0,0.114,0.311,0.0,0.113,0.635,98.057,audio_features,5pAbCxt9e3f81lOmjIXwzd,spotify:track:5pAbCxt9e3f81lOmjIXwzd,https://api.spotify.com/v1/tracks/5pAbCxt9e3f81lOmjIXwzd,https://api.spotify.com/v1/audio-analysis/5pAbCxt9e3f81lOmjIXwzd,207031,4
1322,0.647,0.766,6,-4.803,1,0.0389,0.00702,0.0,0.096,0.55,95.016,audio_features,57Hk0AE5OhgXrPWZOhipHt,spotify:track:57Hk0AE5OhgXrPWZOhipHt,https://api.spotify.com/v1/tracks/57Hk0AE5OhgXrPWZOhipHt,https://api.spotify.com/v1/audio-analysis/57Hk0AE5OhgXrPWZOhipHt,165216,4
1323,0.545,0.749,4,-6.621,0,0.153,0.103,0.0,0.232,0.681,100.503,audio_features,5TOoNqmK73ev73C5JiJ5yC,spotify:track:5TOoNqmK73ev73C5JiJ5yC,https://api.spotify.com/v1/tracks/5TOoNqmK73ev73C5JiJ5yC,https://api.spotify.com/v1/audio-analysis/5TOoNqmK73ev73C5JiJ5yC,196147,4
1324,0.6,0.204,8,-11.169,0,0.206,0.916,0.000315,0.0931,0.554,61.565,audio_features,1OgoSHtTZyMJt3ns3e5Lui,spotify:track:1OgoSHtTZyMJt3ns3e5Lui,https://api.spotify.com/v1/tracks/1OgoSHtTZyMJt3ns3e5Lui,https://api.spotify.com/v1/audio-analysis/1OgoSHtTZyMJt3ns3e5Lui,254315,4
1325,0.817,0.669,0,-4.278,0,0.1,0.105,1.25e-06,0.247,0.693,106.934,audio_features,5laAdwuT8EEvkIXrmrhRSB,spotify:track:5laAdwuT8EEvkIXrmrhRSB,https://api.spotify.com/v1/tracks/5laAdwuT8EEvkIXrmrhRSB,https://api.spotify.com/v1/audio-analysis/5laAdwuT8EEvkIXrmrhRSB,181550,4
1326,0.805,0.525,6,-7.376,0,0.0638,0.119,0.00203,0.0779,0.693,100.033,audio_features,2psl5iNJCrmmm2XtS7LZqb,spotify:track:2psl5iNJCrmmm2XtS7LZqb,https://api.spotify.com/v1/tracks/2psl5iNJCrmmm2XtS7LZqb,https://api.spotify.com/v1/audio-analysis/2psl5iNJCrmmm2XtS7LZqb,204755,4
1327,0.961,0.461,9,-8.684,1,0.27,0.202,0.00402,0.162,0.324,108.028,audio_features,0PXukVbYpvz40KcEFKnIw7,spotify:track:0PXukVbYpvz40KcEFKnIw7,https://api.spotify.com/v1/tracks/0PXukVbYpvz40KcEFKnIw7,https://api.spotify.com/v1/audio-analysis/0PXukVbYpvz40KcEFKnIw7,207640,4
1328,0.823,0.717,9,-3.879,1,0.0704,0.0356,0.0,0.102,0.489,110.998,audio_features,6McBvfxgkVfREmQPwTKBUn,spotify:track:6McBvfxgkVfREmQPwTKBUn,https://api.spotify.com/v1/tracks/6McBvfxgkVfREmQPwTKBUn,https://api.spotify.com/v1/audio-analysis/6McBvfxgkVfREmQPwTKBUn,132913,4
1329,0.557,0.539,0,-9.587,1,0.0877,0.521,0.0,0.101,0.562,102.877,audio_features,1tKsfYB65Kz74yk0HMCdcH,spotify:track:1tKsfYB65Kz74yk0HMCdcH,https://api.spotify.com/v1/tracks/1tKsfYB65Kz74yk0HMCdcH,https://api.spotify.com/v1/audio-analysis/1tKsfYB65Kz74yk0HMCdcH,142572,4
1330,0.552,0.656,10,-4.941,1,0.204,0.706,1.25e-05,0.0744,0.804,67.379,audio_features,4ibxmEgdIWYAQjXl0ivFmW,spotify:track:4ibxmEgdIWYAQjXl0ivFmW,https://api.spotify.com/v1/tracks/4ibxmEgdIWYAQjXl0ivFmW,https://api.spotify.com/v1/audio-analysis/4ibxmEgdIWYAQjXl0ivFmW,176471,3
1331,0.366,0.522,4,-9.427,0,0.245,0.378,5.07e-05,0.366,0.466,82.144,audio_features,587noEgtkgUlRtIehtjVf2,spotify:track:587noEgtkgUlRtIehtjVf2,https://api.spotify.com/v1/tracks/587noEgtkgUlRtIehtjVf2,https://api.spotify.com/v1/audio-analysis/587noEgtkgUlRtIehtjVf2,199370,4
1332,0.923,0.657,3,-5.173,0,0.0605,0.199,0.00407,0.108,0.734,110.015,audio_features,0SjQBdIddPvKSWxr8vk6QX,spotify:track:0SjQBdIddPvKSWxr8vk6QX,https://api.spotify.com/v1/tracks/0SjQBdIddPvKSWxr8vk6QX,https://api.spotify.com/v1/audio-analysis/0SjQBdIddPvKSWxr8vk6QX,179775,4
1333,0.859,0.822,10,-5.005,0,0.0467,0.07,0.0144,0.101,0.908,110.045,audio_features,2pUlBBWq8R10ylbBvZJV9j,spotify:track:2pUlBBWq8R10ylbBvZJV9j,https://api.spotify.com/v1/tracks/2pUlBBWq8R10ylbBvZJV9j,https://api.spotify.com/v1/audio-analysis/2pUlBBWq8R10ylbBvZJV9j,177170,4
1334,0.796,0.719,8,-7.018,0,0.138,0.036,0.0,0.0718,0.242,105.027,audio_features,1OoPhcM78evXIxjmSzCnmf,spotify:track:1OoPhcM78evXIxjmSzCnmf,https://api.spotify.com/v1/tracks/1OoPhcM78evXIxjmSzCnmf,https://api.spotify.com/v1/audio-analysis/1OoPhcM78evXIxjmSzCnmf,187000,4
1335,0.713,0.563,1,-4.459,1,0.123,0.228,0.705,0.119,0.746,125.144,audio_features,4QzOS4y283J1iizwxgTEk8,spotify:track:4QzOS4y283J1iizwxgTEk8,https://api.spotify.com/v1/tracks/4QzOS4y283J1iizwxgTEk8,https://api.spotify.com/v1/audio-analysis/4QzOS4y283J1iizwxgTEk8,196713,5
1336,0.791,0.813,2,-5.018,1,0.0762,0.213,0.000341,0.487,0.845,97.016,audio_features,3nIj7jkWVKKmmKPdhgrddu,spotify:track:3nIj7jkWVKKmmKPdhgrddu,https://api.spotify.com/v1/tracks/3nIj7jkWVKKmmKPdhgrddu,https://api.spotify.com/v1/audio-analysis/3nIj7jkWVKKmmKPdhgrddu,191505,4
1337,0.738,0.549,6,-9.704,1,0.0513,0.638,0.402,0.111,0.475,98.965,audio_features,6cWath96kzfqITDd6S0El8,spotify:track:6cWath96kzfqITDd6S0El8,https://api.spotify.com/v1/tracks/6cWath96kzfqITDd6S0El8,https://api.spotify.com/v1/audio-analysis/6cWath96kzfqITDd6S0El8,164848,4
1338,0.562,0.463,6,-7.478,1,0.0787,0.442,0.000145,0.157,0.416,125.15,audio_features,2mzM4Y0Rnx2BDZqRnhQ5Q6,spotify:track:2mzM4Y0Rnx2BDZqRnhQ5Q6,https://api.spotify.com/v1/tracks/2mzM4Y0Rnx2BDZqRnhQ5Q6,https://api.spotify.com/v1/audio-analysis/2mzM4Y0Rnx2BDZqRnhQ5Q6,247579,5
1339,0.812,0.496,9,-5.969,0,0.297,0.271,0.0,0.0955,0.55,109.979,audio_features,3z4CGd63tpUn9a6oQSG0CI,spotify:track:3z4CGd63tpUn9a6oQSG0CI,https://api.spotify.com/v1/tracks/3z4CGd63tpUn9a6oQSG0CI,https://api.spotify.com/v1/audio-analysis/3z4CGd63tpUn9a6oQSG0CI,241293,4
1340,0.773,0.526,5,-11.858,0,0.0809,0.579,0.00297,0.169,0.813,99.989,audio_features,0lWW0X74IvjNlgY5glykvY,spotify:track:0lWW0X74IvjNlgY5glykvY,https://api.spotify.com/v1/tracks/0lWW0X74IvjNlgY5glykvY,https://api.spotify.com/v1/audio-analysis/0lWW0X74IvjNlgY5glykvY,227328,4
1341,0.686,0.694,7,-3.693,0,0.257,0.253,0.000904,0.109,0.587,189.998,audio_features,3Yt1ovsh3v3VEzRuhI1TL5,spotify:track:3Yt1ovsh3v3VEzRuhI1TL5,https://api.spotify.com/v1/tracks/3Yt1ovsh3v3VEzRuhI1TL5,https://api.spotify.com/v1/audio-analysis/3Yt1ovsh3v3VEzRuhI1TL5,262737,4
1342,0.62,0.601,8,-6.635,1,0.221,0.154,0.00108,0.271,0.46,103.748,audio_features,0cE68B5sCz9f3snJ5ueTGZ,spotify:track:0cE68B5sCz9f3snJ5ueTGZ,https://api.spotify.com/v1/tracks/0cE68B5sCz9f3snJ5ueTGZ,https://api.spotify.com/v1/audio-analysis/0cE68B5sCz9f3snJ5ueTGZ,211050,4
1343,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,audio_features,1zi7xx7UVEFkmKfv06H8x0,spotify:track:1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,173987,4
1344,0.849,0.528,1,-11.402,0,0.0538,0.627,0.115,0.111,0.424,112.986,audio_features,3AZY6NZ1R8GI9003EEFPeu,spotify:track:3AZY6NZ1R8GI9003EEFPeu,https://api.spotify.com/v1/tracks/3AZY6NZ1R8GI9003EEFPeu,https://api.spotify.com/v1/audio-analysis/3AZY6NZ1R8GI9003EEFPeu,288850,4
1345,0.774,0.813,4,-6.105,1,0.0898,0.451,0.0,0.0966,0.687,113.99,audio_features,53PewZvhksjF9EynzsBnAR,spotify:track:53PewZvhksjF9EynzsBnAR,https://api.spotify.com/v1/tracks/53PewZvhksjF9EynzsBnAR,https://api.spotify.com/v1/audio-analysis/53PewZvhksjF9EynzsBnAR,187587,4
1346,0.947,0.652,6,-4.292,0,0.233,0.156,0.000346,0.0651,0.447,110.031,audio_features,0Z5HVNSXGXHf7MDb0zJHVW,spotify:track:0Z5HVNSXGXHf7MDb0zJHVW,https://api.spotify.com/v1/tracks/0Z5HVNSXGXHf7MDb0zJHVW,https://api.spotify.com/v1/audio-analysis/0Z5HVNSXGXHf7MDb0zJHVW,179800,4
1347,0.603,0.602,6,-7.083,1,0.23,0.049,0.0,0.279,0.595,119.703,audio_features,0B3FovCVaGKS5w1FTidEUP,spotify:track:0B3FovCVaGKS5w1FTidEUP,https://api.spotify.com/v1/tracks/0B3FovCVaGKS5w1FTidEUP,https://api.spotify.com/v1/audio-analysis/0B3FovCVaGKS5w1FTidEUP,248472,5
1348,0.897,0.7,1,-2.776,0,0.117,0.0193,0.009,0.12,0.755,101.944,audio_features,6jdTkoEaer7XNGSblczoSu,spotify:track:6jdTkoEaer7XNGSblczoSu,https://api.spotify.com/v1/tracks/6jdTkoEaer7XNGSblczoSu,https://api.spotify.com/v1/audio-analysis/6jdTkoEaer7XNGSblczoSu,209760,4
1349,0.895,0.78,6,-6.458,0,0.232,0.207,9.76e-05,0.118,0.59,106.988,audio_features,47MwPx7nbFUD5IGVhL38Zr,spotify:track:47MwPx7nbFUD5IGVhL38Zr,https://api.spotify.com/v1/tracks/47MwPx7nbFUD5IGVhL38Zr,https://api.spotify.com/v1/audio-analysis/47MwPx7nbFUD5IGVhL38Zr,181116,4
1350,0.545,0.749,4,-6.621,0,0.153,0.103,0.0,0.232,0.681,100.503,audio_features,51mLQ3w7yR7vjdSTFLWaY5,spotify:track:51mLQ3w7yR7vjdSTFLWaY5,https://api.spotify.com/v1/tracks/51mLQ3w7yR7vjdSTFLWaY5,https://api.spotify.com/v1/audio-analysis/51mLQ3w7yR7vjdSTFLWaY5,196147,4
1351,0.549,0.689,9,-6.667,0,0.118,0.306,0.0,0.0785,0.268,108.643,audio_features,0aMOalD335v1hsSXmLURzz,spotify:track:0aMOalD335v1hsSXmLURzz,https://api.spotify.com/v1/tracks/0aMOalD335v1hsSXmLURzz,https://api.spotify.com/v1/audio-analysis/0aMOalD335v1hsSXmLURzz,230722,4
1352,0.849,0.528,1,-11.402,0,0.0538,0.627,0.115,0.111,0.424,112.986,audio_features,1dQGmnno40COegmQtoStwb,spotify:track:1dQGmnno40COegmQtoStwb,https://api.spotify.com/v1/tracks/1dQGmnno40COegmQtoStwb,https://api.spotify.com/v1/audio-analysis/1dQGmnno40COegmQtoStwb,288850,4
1353,0.712,0.497,1,-8.106,1,0.431,0.528,2.65e-05,0.125,0.516,128.385,audio_features,3Xfwu3xtPqmJ4nM4jpBm8O,spotify:track:3Xfwu3xtPqmJ4nM4jpBm8O,https://api.spotify.com/v1/tracks/3Xfwu3xtPqmJ4nM4jpBm8O,https://api.spotify.com/v1/audio-analysis/3Xfwu3xtPqmJ4nM4jpBm8O,169412,5
1354,0.817,0.669,0,-4.278,0,0.1,0.105,1.25e-06,0.247,0.693,106.934,audio_features,5gOtq0sKU24ZF8hnXlSp1V,spotify:track:5gOtq0sKU24ZF8hnXlSp1V,https://api.spotify.com/v1/tracks/5gOtq0sKU24ZF8hnXlSp1V,https://api.spotify.com/v1/audio-analysis/5gOtq0sKU24ZF8hnXlSp1V,181550,4
1355,0.725,0.775,5,-6.919,0,0.0851,0.46,0.193,0.0867,0.499,109.98,audio_features,3tX7lJbV0Z3ClDa6KHqxVM,spotify:track:3tX7lJbV0Z3ClDa6KHqxVM,https://api.spotify.com/v1/tracks/3tX7lJbV0Z3ClDa6KHqxVM,https://api.spotify.com/v1/audio-analysis/3tX7lJbV0Z3ClDa6KHqxVM,192285,4
1356,0.637,0.501,0,-6.148,0,0.187,0.229,5.91e-05,0.099,0.431,103.993,audio_features,6XM53PbvlzhuNtJZtpl7RP,spotify:track:6XM53PbvlzhuNtJZtpl7RP,https://api.spotify.com/v1/tracks/6XM53PbvlzhuNtJZtpl7RP,https://api.spotify.com/v1/audio-analysis/6XM53PbvlzhuNtJZtpl7RP,185461,4
1357,0.85,0.542,4,-3.602,0,0.167,0.229,4.9e-05,0.079,0.622,119.747,audio_features,4204hwPYuToiuSunPFUoML,spotify:track:4204hwPYuToiuSunPFUoML,https://api.spotify.com/v1/tracks/4204hwPYuToiuSunPFUoML,https://api.spotify.com/v1/audio-analysis/4204hwPYuToiuSunPFUoML,247333,5
1358,0.928,0.675,5,-3.535,1,0.0566,0.379,0.0,0.0533,0.794,105.952,audio_features,4ou5xyFUJX4VwX76tw1qb1,spotify:track:4ou5xyFUJX4VwX76tw1qb1,https://api.spotify.com/v1/tracks/4ou5xyFUJX4VwX76tw1qb1,https://api.spotify.com/v1/audio-analysis/4ou5xyFUJX4VwX76tw1qb1,240000,4
1359,0.819,0.751,9,-3.175,1,0.0459,0.344,1.27e-05,0.425,0.858,107.063,audio_features,6sfdU1tGLpXhjjLjGJa0zA,spotify:track:6sfdU1tGLpXhjjLjGJa0zA,https://api.spotify.com/v1/tracks/6sfdU1tGLpXhjjLjGJa0zA,https://api.spotify.com/v1/audio-analysis/6sfdU1tGLpXhjjLjGJa0zA,214206,4
1360,0.828,0.726,10,-6.389,0,0.0419,0.106,0.00101,0.103,0.67,113.017,audio_features,3baPniPXS0iEII8rDUJdYP,spotify:track:3baPniPXS0iEII8rDUJdYP,https://api.spotify.com/v1/tracks/3baPniPXS0iEII8rDUJdYP,https://api.spotify.com/v1/audio-analysis/3baPniPXS0iEII8rDUJdYP,212976,4
1361,0.784,0.388,1,-8.931,1,0.207,0.29,0.00539,0.0971,0.472,93.011,audio_features,7862flGk6U3tiWs2m2aUzH,spotify:track:7862flGk6U3tiWs2m2aUzH,https://api.spotify.com/v1/tracks/7862flGk6U3tiWs2m2aUzH,https://api.spotify.com/v1/audio-analysis/7862flGk6U3tiWs2m2aUzH,276537,4
1362,0.613,0.549,9,-8.187,1,0.231,0.097,0.0,0.116,0.78,123.879,audio_features,2dFqK2ZkYB9Xc47gr3xXWl,spotify:track:2dFqK2ZkYB9Xc47gr3xXWl,https://api.spotify.com/v1/tracks/2dFqK2ZkYB9Xc47gr3xXWl,https://api.spotify.com/v1/audio-analysis/2dFqK2ZkYB9Xc47gr3xXWl,180000,5
1363,0.711,0.679,7,-6.261,0,0.108,0.077,1.42e-05,0.142,0.642,109.971,audio_features,35056uy2b4M1qJ3Z1ed3sf,spotify:track:35056uy2b4M1qJ3Z1ed3sf,https://api.spotify.com/v1/tracks/35056uy2b4M1qJ3Z1ed3sf,https://api.spotify.com/v1/audio-analysis/35056uy2b4M1qJ3Z1ed3sf,185455,4
1364,0.539,0.563,8,-8.371,0,0.289,0.276,0.0,0.131,0.721,103.925,audio_features,4w4EJ9EaeogHLLEYlUXFDo,spotify:track:4w4EJ9EaeogHLLEYlUXFDo,https://api.spotify.com/v1/tracks/4w4EJ9EaeogHLLEYlUXFDo,https://api.spotify.com/v1/audio-analysis/4w4EJ9EaeogHLLEYlUXFDo,166154,4
1365,0.873,0.658,4,-8.031,0,0.108,0.00858,0.0061,0.0999,0.483,104.033,audio_features,3ketN3dth18vSJ1T3HIztN,spotify:track:3ketN3dth18vSJ1T3HIztN,https://api.spotify.com/v1/tracks/3ketN3dth18vSJ1T3HIztN,https://api.spotify.com/v1/audio-analysis/3ketN3dth18vSJ1T3HIztN,189800,4
1366,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,audio_features,0WtM2NBVQNNJLh6scP13H8,spotify:track:0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/tracks/0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/audio-analysis/0WtM2NBVQNNJLh6scP13H8,239318,4
1367,0.753,0.743,0,-6.419,0,0.0459,0.236,0.0,0.12,0.786,107.988,audio_features,0tFY357QKe2GKvjcWA1kxK,spotify:track:0tFY357QKe2GKvjcWA1kxK,https://api.spotify.com/v1/tracks/0tFY357QKe2GKvjcWA1kxK,https://api.spotify.com/v1/audio-analysis/0tFY357QKe2GKvjcWA1kxK,242222,4
1368,0.682,0.633,4,-6.213,1,0.239,0.307,0.0328,0.112,0.601,123.259,audio_features,65v99AWZyNz3aRmfrT2I7N,spotify:track:65v99AWZyNz3aRmfrT2I7N,https://api.spotify.com/v1/tracks/65v99AWZyNz3aRmfrT2I7N,https://api.spotify.com/v1/audio-analysis/65v99AWZyNz3aRmfrT2I7N,153946,5
1369,0.818,0.605,1,-7.121,1,0.038,0.293,0.0116,0.0696,0.366,104.931,audio_features,2qWwuCVeMjF9mUT0S5Iqvl,spotify:track:2qWwuCVeMjF9mUT0S5Iqvl,https://api.spotify.com/v1/tracks/2qWwuCVeMjF9mUT0S5Iqvl,https://api.spotify.com/v1/audio-analysis/2qWwuCVeMjF9mUT0S5Iqvl,178225,4
1370,0.798,0.813,4,-5.869,0,0.162,0.564,0.000142,0.108,0.942,93.912,audio_features,7rpWDu9GPlLxbLorYKVys7,spotify:track:7rpWDu9GPlLxbLorYKVys7,https://api.spotify.com/v1/tracks/7rpWDu9GPlLxbLorYKVys7,https://api.spotify.com/v1/audio-analysis/7rpWDu9GPlLxbLorYKVys7,187609,4
1371,0.93,0.535,7,-8.755,0,0.111,0.303,0.0201,0.146,0.518,102.017,audio_features,5DS9LiyEdw2zY8bM6kjjgM,spotify:track:5DS9LiyEdw2zY8bM6kjjgM,https://api.spotify.com/v1/tracks/5DS9LiyEdw2zY8bM6kjjgM,https://api.spotify.com/v1/audio-analysis/5DS9LiyEdw2zY8bM6kjjgM,171765,4
1372,0.838,0.706,8,-5.533,1,0.0444,0.346,2.85e-05,0.113,0.633,100.979,audio_features,3jWAkZ9nUbGzPDapyrAIw2,spotify:track:3jWAkZ9nUbGzPDapyrAIw2,https://api.spotify.com/v1/tracks/3jWAkZ9nUbGzPDapyrAIw2,https://api.spotify.com/v1/audio-analysis/3jWAkZ9nUbGzPDapyrAIw2,251147,4
1373,0.75,0.539,7,-6.704,1,0.215,0.164,0.0226,0.0633,0.809,196.054,audio_features,6nLdg1lpE3dHLmNam1aoA6,spotify:track:6nLdg1lpE3dHLmNam1aoA6,https://api.spotify.com/v1/tracks/6nLdg1lpE3dHLmNam1aoA6,https://api.spotify.com/v1/audio-analysis/6nLdg1lpE3dHLmNam1aoA6,220526,4
1374,0.808,0.769,7,-7.207,0,0.0833,0.101,4.12e-05,0.119,0.685,116.001,audio_features,6ewsOjbC1jWAZcjAhVxDs0,spotify:track:6ewsOjbC1jWAZcjAhVxDs0,https://api.spotify.com/v1/tracks/6ewsOjbC1jWAZcjAhVxDs0,https://api.spotify.com/v1/audio-analysis/6ewsOjbC1jWAZcjAhVxDs0,153103,4
1375,0.649,0.655,10,-5.534,0,0.0652,0.307,0.0,0.22,0.793,92.9,audio_features,2WigMwGJysIh9fRnSJvpjn,spotify:track:2WigMwGJysIh9fRnSJvpjn,https://api.spotify.com/v1/tracks/2WigMwGJysIh9fRnSJvpjn,https://api.spotify.com/v1/audio-analysis/2WigMwGJysIh9fRnSJvpjn,147581,4
1376,0.823,0.717,9,-3.879,1,0.0704,0.0356,0.0,0.102,0.489,110.998,audio_features,6McBvfxgkVfREmQPwTKBUn,spotify:track:6McBvfxgkVfREmQPwTKBUn,https://api.spotify.com/v1/tracks/6McBvfxgkVfREmQPwTKBUn,https://api.spotify.com/v1/audio-analysis/6McBvfxgkVfREmQPwTKBUn,132913,4
1377,0.752,0.71,9,-7.125,0,0.0643,0.0898,0.0,0.135,0.616,114.061,audio_features,3J5IO8OLj05dRaZjHBHS8D,spotify:track:3J5IO8OLj05dRaZjHBHS8D,https://api.spotify.com/v1/tracks/3J5IO8OLj05dRaZjHBHS8D,https://api.spotify.com/v1/audio-analysis/3J5IO8OLj05dRaZjHBHS8D,161053,4
1378,0.816,0.781,1,-4.237,0,0.0425,0.692,0.00928,0.0835,0.937,99.95,audio_features,1PoJXULCvl03b1fiZmMxmd,spotify:track:1PoJXULCvl03b1fiZmMxmd,https://api.spotify.com/v1/tracks/1PoJXULCvl03b1fiZmMxmd,https://api.spotify.com/v1/audio-analysis/1PoJXULCvl03b1fiZmMxmd,185899,4
1379,0.794,0.817,2,-5.006,1,0.0681,0.217,0.000595,0.479,0.863,97.029,audio_features,213Ymlnss7DUsqG7Ut1HW0,spotify:track:213Ymlnss7DUsqG7Ut1HW0,https://api.spotify.com/v1/tracks/213Ymlnss7DUsqG7Ut1HW0,https://api.spotify.com/v1/audio-analysis/213Ymlnss7DUsqG7Ut1HW0,191507,4
1380,0.92,0.716,8,-7.104,1,0.105,0.296,0.00222,0.104,0.961,115.991,audio_features,4eZZofkV1OQ9GDqAgHqNpA,spotify:track:4eZZofkV1OQ9GDqAgHqNpA,https://api.spotify.com/v1/tracks/4eZZofkV1OQ9GDqAgHqNpA,https://api.spotify.com/v1/audio-analysis/4eZZofkV1OQ9GDqAgHqNpA,183103,4
1381,0.737,0.663,11,-6.981,0,0.101,0.287,0.0508,0.523,0.839,98.014,audio_features,2jZ2MrAk8iNZk1dsI0Vr5z,spotify:track:2jZ2MrAk8iNZk1dsI0Vr5z,https://api.spotify.com/v1/tracks/2jZ2MrAk8iNZk1dsI0Vr5z,https://api.spotify.com/v1/audio-analysis/2jZ2MrAk8iNZk1dsI0Vr5z,181224,4
1382,0.965,0.633,2,-6.392,1,0.101,0.0208,4.45e-06,0.0715,0.768,108.011,audio_features,0dCOSNPQizhMMjO6UxGlzi,spotify:track:0dCOSNPQizhMMjO6UxGlzi,https://api.spotify.com/v1/tracks/0dCOSNPQizhMMjO6UxGlzi,https://api.spotify.com/v1/audio-analysis/0dCOSNPQizhMMjO6UxGlzi,199000,4
1383,0.905,0.747,9,-6.622,1,0.0442,0.117,0.000364,0.0505,0.866,117.008,audio_features,7d1aTQlsHMgWmkPywDi7h1,spotify:track:7d1aTQlsHMgWmkPywDi7h1,https://api.spotify.com/v1/tracks/7d1aTQlsHMgWmkPywDi7h1,https://api.spotify.com/v1/audio-analysis/7d1aTQlsHMgWmkPywDi7h1,166154,4
1384,0.928,0.675,5,-3.542,1,0.0568,0.386,0.0,0.0564,0.794,105.953,audio_features,1hEXElwyPez2z7m5dZ56Mc,spotify:track:1hEXElwyPez2z7m5dZ56Mc,https://api.spotify.com/v1/tracks/1hEXElwyPez2z7m5dZ56Mc,https://api.spotify.com/v1/audio-analysis/1hEXElwyPez2z7m5dZ56Mc,240000,4
1385,0.711,0.679,7,-6.261,0,0.108,0.077,1.42e-05,0.142,0.642,109.971,audio_features,35056uy2b4M1qJ3Z1ed3sf,spotify:track:35056uy2b4M1qJ3Z1ed3sf,https://api.spotify.com/v1/tracks/35056uy2b4M1qJ3Z1ed3sf,https://api.spotify.com/v1/audio-analysis/35056uy2b4M1qJ3Z1ed3sf,185455,4
1386,0.868,0.521,1,-6.902,0,0.0512,0.281,6.36e-05,0.0992,0.886,113.993,audio_features,1090OWoP6JTpYAaSSEBvGy,spotify:track:1090OWoP6JTpYAaSSEBvGy,https://api.spotify.com/v1/tracks/1090OWoP6JTpYAaSSEBvGy,https://api.spotify.com/v1/audio-analysis/1090OWoP6JTpYAaSSEBvGy,206316,4
1387,0.923,0.657,3,-5.173,0,0.0605,0.199,0.00407,0.108,0.734,110.015,audio_features,0SjQBdIddPvKSWxr8vk6QX,spotify:track:0SjQBdIddPvKSWxr8vk6QX,https://api.spotify.com/v1/tracks/0SjQBdIddPvKSWxr8vk6QX,https://api.spotify.com/v1/audio-analysis/0SjQBdIddPvKSWxr8vk6QX,179775,4
1388,0.699,0.703,9,-7.651,0,0.273,0.517,0.0216,0.112,0.478,195.864,audio_features,7AbLGIOzFkx6jHq5en5xiH,spotify:track:7AbLGIOzFkx6jHq5en5xiH,https://api.spotify.com/v1/tracks/7AbLGIOzFkx6jHq5en5xiH,https://api.spotify.com/v1/audio-analysis/7AbLGIOzFkx6jHq5en5xiH,171429,4
1389,0.914,0.643,6,-3.862,0,0.134,0.0498,0.0,0.0618,0.764,105.033,audio_features,1DA2ADZs6O28y2rmdmpekw,spotify:track:1DA2ADZs6O28y2rmdmpekw,https://api.spotify.com/v1/tracks/1DA2ADZs6O28y2rmdmpekw,https://api.spotify.com/v1/audio-analysis/1DA2ADZs6O28y2rmdmpekw,187907,4
1390,0.828,0.726,10,-6.389,0,0.0419,0.106,0.00101,0.103,0.67,113.017,audio_features,3baPniPXS0iEII8rDUJdYP,spotify:track:3baPniPXS0iEII8rDUJdYP,https://api.spotify.com/v1/tracks/3baPniPXS0iEII8rDUJdYP,https://api.spotify.com/v1/audio-analysis/3baPniPXS0iEII8rDUJdYP,212976,4
1391,0.841,0.644,9,-3.284,0,0.083,0.594,0.00402,0.142,0.881,108.003,audio_features,1KpBtWSI9dlv0RjtzvF1BD,spotify:track:1KpBtWSI9dlv0RjtzvF1BD,https://api.spotify.com/v1/tracks/1KpBtWSI9dlv0RjtzvF1BD,https://api.spotify.com/v1/audio-analysis/1KpBtWSI9dlv0RjtzvF1BD,255608,4
1392,0.937,0.797,2,-4.768,0,0.206,0.0733,0.000835,0.147,0.64,120.001,audio_features,558ULLj8yY2vT8XGtgY0q9,spotify:track:558ULLj8yY2vT8XGtgY0q9,https://api.spotify.com/v1/tracks/558ULLj8yY2vT8XGtgY0q9,https://api.spotify.com/v1/audio-analysis/558ULLj8yY2vT8XGtgY0q9,194000,4
1393,0.843,0.725,6,-7.282,0,0.0539,0.165,0.00357,0.0948,0.556,120.0,audio_features,5F4OfeowSReF93KcH2eUcG,spotify:track:5F4OfeowSReF93KcH2eUcG,https://api.spotify.com/v1/tracks/5F4OfeowSReF93KcH2eUcG,https://api.spotify.com/v1/audio-analysis/5F4OfeowSReF93KcH2eUcG,150000,4
1394,0.85,0.542,4,-3.602,0,0.167,0.229,4.9e-05,0.079,0.622,119.747,audio_features,4204hwPYuToiuSunPFUoML,spotify:track:4204hwPYuToiuSunPFUoML,https://api.spotify.com/v1/tracks/4204hwPYuToiuSunPFUoML,https://api.spotify.com/v1/audio-analysis/4204hwPYuToiuSunPFUoML,247333,5
